660,0000;15280,0020
661,0000;15608,0020
662,0000;15936,0020
663,0000;16272,0000
664,0000;16608,0020
665,0000;16954,0039
666,0000;17299,9980
667,0000;17657,0020
668,0000;18014,0000
669,0000;18383,5020
670,0000;18753,0020
671,0000;19136,9980
672,0000;19521,0039
673,0000;19920,9961
674,0000;20321,0020
675,0000;20737,4980
676,0000;21154,0020
677,0000;21589,5020
678,0000;22024,9980
679,0000;22480,5020
680,0000;22935,9961
681,0000;23412,5059
682,0000;23889,0000
683,0000;24388,0000
684,0000;24887,0000
685,0000;25409,4961
686,0000;25932,0039
687,0000;26478,4980
688,0000;27025,0000
689,0000;27597,0039
690,0000;28169,0000
691,0000;28767,5098
692,0000;29366,0020
693,0000;29991,5000
694,0000;30617,0020
695,0000;31271,0000
696,0000;31925,0039
697,0000;32608,5000
698,0000;33291,9961
699,0000;34005,9961
700,0000;34720,0078
701,0000;35466,0000
702,0000;36212,0117
703,0000;36997,0039
704,0000;37782,0039
705,0000;38612,0000
706,0000;39441,9961
707,0000;40324,0078
708,0000;41206,0000
709,0000;42148,0078
710,0000;43089,9922
711,0000;44093,5039
712,0000;45097,0117
713,0000;46144,0000
714,0000;47191,0078
715,0000;48259,5000
716,0000;49327,9922
717,0000;50395,0156
718,0000;51462,0000
719,0000;52505,4961
720,0000;53548,9961
721,0000;54546,0000
722,0000;55543,0156
723,0000;56479,0000
724,0000;57415,0000
725,0000;58282,9961
726,0000;59150,9961
727,0000;59943,5078
728,0000;60736,0000
729,0000;61445,5000
730,0000;62154,9961
731,0000;62777,4922
732,0000;63400,0117
733,0000;63939,4961
734,0000;64479,0078
735,0000;64942,9961
736,0000;65406,9922
737,0000;65802,5156
738,0000;66198,0000
739,0000;66532,0078
740,0000;66866,0156
741,0000;67145,5000
742,0000;67425,0000
743,0000;67660,9844
744,0000;67897,0000
745,0000;68114,0000
746,0000;68330,9922
747,0000;68557,5000
748,0000;68783,9922
749,0000;69048,4922
750,0000;69313,0078
751,0000;69643,4922
752,0000;69974,0078
753,0000;70398,9844
754,0000;70824,0000
755,0000;71372,0000
756,0000;71919,9844
757,0000;72618,5078
758,0000;73316,9844
759,0000;74188,0078
760,0000;75059,0078
761,0000;76124,5000
762,0000;77190,0156
763,0000;78467,4844
764,0000;79745,0156
765,0000;81235,0078
766,0000;82724,9844
767,0000;84424,5000
768,0000;86123,9844
769,0000;88029,5156
770,0000;89935,0156
771,0000;92043,5000
772,0000;94152,0000
773,0000;96459,9844
774,0000;98768,0078
775,0000;101279,0156
776,0000;103790,0000
777,0000;106510,0156
778,0000;109229,9766
779,0000;112170,0234
780,0000;115109,9844
781,0000;118274,9922
782,0000;121440,0078
783,0000;124834,9844
784,0000;128230,0156
785,0000;131820,0156
786,0000;135409,9844
787,0000;139115,0000
788,0000;142819,9688
789,0000;146550,0313
790,0000;150280,0469
791,0000;153949,9844
792,0000;157620,0156
793,0000;161149,9531
794,0000;164680,0313
795,0000;167970,0313
796,0000;171260,0156
797,0000;174215,0000
798,0000;177169,9688
799,0000;179675,0156
800,0000;182180,0156
801,0000;184134,9688
802,0000;186090,0313
803,0000;187374,9531
804,0000;188660,0000
805,0000;189325,0000
806,0000;189989,9688
807,0000;190260,0156
808,0000;190529,9844
809,0000;190625,0000
810,0000;190720,0313
811,0000;190585,0000
812,0000;190449,9844
813,0000;189774,9688
814,0000;189100,0000
815,0000;187565,0313
816,0000;186030,0156
817,0000;183290,0156
818,0000;180549,9844
819,0000;176299,9219
820,0000;172049,9688
821,0000;166624,9844
822,0000;161199,9844
823,0000;155449,9063
824,0000;149700,0313
825,0000;143855,0000
826,0000;138009,9844
827,0000;132139,9844
828,0000;126269,8828
829,0000;120445,0156
830,0000;114619,9844
831,0000;108905,0078
832,0000;103189,9922
833,0000;97659,3984
834,0000;92129,0078
835,0000;86849,0078
836,0000;81568,9766
837,0000;76609,5078
838,0000;71649,9141
839,0000;67081,5078
840,0000;62513,0000
841,0000;58401,0000
842,0000;54289,0000
843,0000;50641,9297
844,0000;46995,0078
845,0000;43760,0000
846,0000;40525,0039
847,0000;37646,9961
848,0000;34768,9492
849,0000;32193,5039
850,0000;29618,0000
851,0000;27289,9941
852,0000;24962,0000
853,0000;22827,9590
854,0000;20694,0020
855,0000;18740,0000
856,0000;16786,0000
857,0000;15036,0000
858,0000;13285,9688
859,0000;11765,5010
860,0000;10245,0010
861,0000;8978,5000
862,0000;7711,9995
863,0000;6696,4805
864,0000;5681,0005
865,0000;4883,5005
866,0000;4086,0000
867,0000;3473,0002
868,0000;2859,9895
869,0000;2399,0000
870,0000;1937,9999
871,0000;1596,4996
872,0000;1255,0001
873,0000;1011,4954
874,0000;767,9999
875,0000;603,5000
876,0000;438,9999
877,0000;333,0001
878,0000;226,9983
879,0000;160,5000
880,0000;94,0000
881,0000;47,0000
882,0000;0,0000
883,0000;0,0001
884,0000;0,0000
885,0000;0,0000
886,0000;0,0000
887,0000;0,0000
888,0000;0,0000
889,0000;0,0000
890,0000;0,0000
891,0000;0,0000
892,0000;0,0000
893,0000;0,0000
894,0000;0,0000
895,0000;0,0000
896,0000;0,0000
897,0000;0,0000
898,0000;0,0000
899,0000;0,0000
900,0000;0,0000
901,0000;0,0000
902,0000;0,0000
903,0000;0,0000
904,0000;0,0000
905,0000;0,0000
906,0000;0,0000
907,0000;0,0000
908,0000;0,0000
909,0000;0,0000
910,0000;0,0000
911,0000;0,0000
912,0000;0,0000
913,0000;0,0000
914,0000;0,0000
915,0000;0,0000
916,0000;0,0000
917,0000;0,0000
918,0000;0,0000
919,0000;0,0000
920,0000;0,0000
921,0000;0,0000
922,0000;0,0000
923,0000;0,0000
924,0000;0,0000
925,0000;0,0000
926,0000;0,0000
927,0000;0,0000
928,0000;0,0000
929,0000;0,0000
930,0000;0,0000
931,0000;0,0000
932,0000;0,0000
933,0000;0,0000
934,0000;0,0000
935,0000;0,0000
936,0000;0,0000
937,0000;0,0000
938,0000;0,0000
939,0000;0,0000
940,0000;0,0000
941,0000;0,0000
942,0000;0,0000
943,0000;0,0000
944,0000;0,0000
945,0000;0,0000
946,0000;0,0000
947,0000;0,0000
948,0000;0,0000
949,0000;0,0000
950,0000;0,0000
951,0000;0,0000
952,0000;0,0000
953,0000;0,0000
954,0000;0,0000
955,0000;0,0000
956,0000;0,0000
957,0000;0,0000
958,0000;0,0000
959,0000;0,0000
960,0000;0,0000
961,0000;0,0000
962,0000;0,0000
963,0000;0,0000
964,0000;0,0000
965,0000;0,0000
966,0000;0,0000
967,0000;0,0000
968,0000;0,0000
969,0000;0,0000
970,0000;0,0000
971,0000;0,0000
972,0000;0,0000
973,0000;0,0000
